seq,tracklet_key,video,camera,start_frame,end_frame,n_dets,avg_conf,predicted_global_id,component_label,component_size,prediction_confidence,decision_status,component_internal_edges,component_internal_prob_median,component_internal_score_median,component_external_prob_max,component_margin_prob
8785,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2230:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32903,33202,300,0.789095,96000049,45,154,0.7,forced_component,0,0.0,0.0,0.0,0.0
8786,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2231:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32905,33204,300,0.822257,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
8787,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2232:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32909,33020,112,0.471275,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
8788,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2233:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32915,33214,300,0.822369,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
8789,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2234:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32924,33223,300,0.909819,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
8790,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2235:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32924,33223,300,0.785609,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
8791,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2236:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32931,33230,298,0.913681,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
8792,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2237:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32935,33234,300,0.921261,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
8793,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2238:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32947,33182,172,0.48611,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
8794,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2239:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32949,33058,85,0.774361,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
8796,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2240:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32973,33272,293,0.709366,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
8798,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2242:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32978,33277,300,0.830721,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8799,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2243:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32980,33279,300,0.893351,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
8800,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2244:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,32998,33297,276,0.590174,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
8802,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2246:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33007,33306,250,0.823093,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
8803,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2247:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33009,33308,273,0.471023,96000031,29,45,0.7,forced_component,0,0.0,0.0,0.0,0.0
8807,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2250:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33025,33324,300,0.731842,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
8808,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2251:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33038,33337,300,0.877256,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
8809,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2252:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33042,33341,277,0.295731,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
8810,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2253:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33047,33346,299,0.810428,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
8811,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2254:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33055,33354,291,0.528175,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
8812,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2255:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33058,33328,259,0.642888,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
8813,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2256:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33068,33367,300,0.857792,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
8814,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2257:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33091,33390,263,0.444765,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
8816,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2259:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33097,33396,300,0.818184,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
8817,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:225:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1424,1723,298,0.547668,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
8818,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2260:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33113,33412,300,0.780995,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
8819,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2261:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33117,33416,272,0.522653,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
8820,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2262:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33126,33188,35,0.792481,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
8821,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2263:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33140,33439,300,0.913632,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
8822,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2264:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33143,33442,297,0.34586,96000024,22,48,0.7,forced_component,0,0.0,0.0,0.0,0.0
8823,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2265:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33144,33443,300,0.906467,96000051,47,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8826,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2268:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33160,33284,125,0.85491,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
8827,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2269:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33161,33460,300,0.786095,96000050,46,122,0.7,forced_component,0,0.0,0.0,0.0,0.0
8828,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:226:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1429,1728,300,0.884453,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
8829,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2270:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33173,33188,16,0.652203,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
8831,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2272:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33203,33502,300,0.812309,96000049,45,154,0.7,forced_component,0,0.0,0.0,0.0,0.0
8832,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2273:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33205,33504,300,0.82306,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
8833,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2274:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33215,33504,290,0.897586,960000351,87,145,0.7,forced_component,0,0.0,0.0,0.0,0.0
8834,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2275:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33224,33504,281,0.880846,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
8835,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2276:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33224,33504,281,0.779573,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
8836,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2277:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33231,33504,274,0.932315,96000002,2,233,0.7,forced_component,0,0.0,0.0,0.0,0.0
8837,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2278:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33235,33504,270,0.919835,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
8838,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2279:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33248,33296,40,0.525901,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
8839,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:227:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1441,1740,300,0.838839,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
8840,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2280:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33258,33504,234,0.651915,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
8841,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2281:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33259,33495,209,0.831934,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
8842,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2282:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33273,33490,202,0.777276,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
8843,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2283:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33278,33504,227,0.855842,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8845,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2285:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33280,33504,225,0.677137,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
8846,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2286:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33298,33504,207,0.509466,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
8847,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2287:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33307,33504,198,0.819489,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
8848,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2288:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33309,33504,196,0.5506,96000046,43,94,0.7,forced_component,0,0.0,0.0,0.0,0.0
8850,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:228:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1448,1747,236,0.693388,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
8851,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2290:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33325,33504,180,0.60363,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
8852,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2291:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33338,33504,167,0.896936,96000039,36,121,0.7,forced_component,0,0.0,0.0,0.0,0.0
8853,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2292:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33342,33504,163,0.361757,96000025,23,156,0.7,forced_component,0,0.0,0.0,0.0,0.0
8854,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2293:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33344,33350,6,0.528364,96000075,71,2,0.34,forced_component,0,0.0,0.0,0.0,0.0
8856,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2295:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33347,33504,158,0.838137,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
8857,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2296:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33355,33504,137,0.541682,96000033,31,203,0.7,forced_component,0,0.0,0.0,0.0,0.0
8858,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2297:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33358,33432,39,0.374427,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
8859,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2298:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33368,33504,137,0.854146,96000047,44,180,0.7,forced_component,0,0.0,0.0,0.0,0.0
8860,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2299:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33391,33504,83,0.336677,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
8861,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:229:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1452,1622,142,0.560569,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
8862,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:22:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1,300,274,0.854155,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
8863,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2300:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33391,33482,92,0.46317,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
8864,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2301:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33397,33504,108,0.870914,96000036,33,238,0.7,forced_component,0,0.0,0.0,0.0,0.0
8865,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2302:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33413,33495,16,0.73462,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
8866,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2303:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33417,33504,81,0.399106,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
8867,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2304:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33423,33504,82,0.833478,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
8868,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2305:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33436,33504,69,0.820807,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
8869,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2306:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33440,33504,65,0.89824,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
8870,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2307:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33443,33504,61,0.379574,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
8871,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2308:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33444,33504,61,0.908919,96000051,47,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8872,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2309:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33452,33504,53,0.477589,96000019,18,90,0.7,forced_component,0,0.0,0.0,0.0,0.0
8873,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:230:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1461,1760,296,0.842458,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
8875,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2311:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33461,33504,44,0.800096,96000050,46,122,0.7,forced_component,0,0.0,0.0,0.0,0.0
8877,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:2313:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,33486,33504,19,0.779447,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
8880,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:231:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1463,1503,41,0.618448,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
8881,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:232:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1500,1799,300,0.854617,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
8882,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:233:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1501,1504,4,0.781287,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
8883,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:234:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1502,1801,300,0.843548,96000012,11,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8885,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:236:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1518,1817,277,0.853108,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
8886,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:237:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1526,1825,300,0.91841,96000014,13,214,0.7,forced_component,0,0.0,0.0,0.0,0.0
8888,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:239:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1533,1771,201,0.53665,96000038,35,210,0.7,forced_component,0,0.0,0.0,0.0,0.0
8889,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:23:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,7,32,26,0.912404,96000021,19,225,0.7,forced_component,0,0.0,0.0,0.0,0.0
8890,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:240:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1541,1840,202,0.527311,96000051,47,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8892,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:242:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1545,1745,197,0.88372,96000044,41,130,0.7,forced_component,0,0.0,0.0,0.0,0.0
8893,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:243:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1546,1759,197,0.66668,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
8894,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:244:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1558,1582,25,0.7496,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
8895,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:245:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1566,1865,300,0.906072,96000029,27,178,0.7,forced_component,0,0.0,0.0,0.0,0.0
8896,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:246:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1584,1883,300,0.47565,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
8897,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:247:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1587,1740,140,0.805614,96000051,47,183,0.7,forced_component,0,0.0,0.0,0.0,0.0
8899,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:249:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1602,1901,300,0.899522,96000010,9,245,0.7,forced_component,0,0.0,0.0,0.0,0.0
8900,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:24:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,46,85,35,0.877999,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
8901,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:250:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1603,1902,300,0.863526,96000022,20,165,0.7,forced_component,0,0.0,0.0,0.0,0.0
8902,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:251:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1628,1927,300,0.916723,96000000,0,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
8904,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:253:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1648,1947,300,0.903698,96000011,10,152,0.7,forced_component,0,0.0,0.0,0.0,0.0
8905,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:254:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1666,1965,286,0.904985,96000037,34,222,0.7,forced_component,0,0.0,0.0,0.0,0.0
8906,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:255:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1669,1968,300,0.932134,96000008,7,167,0.7,forced_component,0,0.0,0.0,0.0,0.0
8908,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:257:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1690,1989,300,0.859347,96000017,16,140,0.7,forced_component,0,0.0,0.0,0.0,0.0
8909,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:258:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1699,1998,300,0.820758,96000028,26,200,0.7,forced_component,0,0.0,0.0,0.0,0.0
8910,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:259:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1706,2005,300,0.675903,96000007,6,216,0.7,forced_component,0,0.0,0.0,0.0,0.0
8911,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:25:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,58,78,19,0.788697,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
8913,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:261:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1724,1767,43,0.800859,96000026,24,252,0.7,forced_component,0,0.0,0.0,0.0,0.0
8914,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:262:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1724,2023,300,0.444339,96000032,30,109,0.7,forced_component,0,0.0,0.0,0.0,0.0
8915,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:263:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1726,2025,210,0.490488,96000004,4,192,0.7,forced_component,0,0.0,0.0,0.0,0.0
8916,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:264:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1729,1864,122,0.867429,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
8918,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:266:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1740,2010,253,0.863123,96000044,41,130,0.7,forced_component,0,0.0,0.0,0.0,0.0
8919,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:267:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1741,2015,237,0.822025,96002329,78,168,0.7,forced_component,0,0.0,0.0,0.0,0.0
8920,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:268:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1748,2047,299,0.830761,96000005,5,235,0.7,forced_component,0,0.0,0.0,0.0,0.0
8922,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:26:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,70,110,30,0.863172,96000003,3,250,0.7,forced_component,0,0.0,0.0,0.0,0.0
8923,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:270:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1761,2060,300,0.898097,96000013,12,223,0.7,forced_component,0,0.0,0.0,0.0,0.0
8925,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6:272:0,vlincs_MS01_MC0001_MCAM08_2024-03-Tc6,MCAM08,1800,2099,300,0.882647,96000055,51,159,0.7,forced_component,0,0.0,0.0,0.0,0.0
